C,OPDP.WORLD,NETWORK_OUTAGE,AEMO,PUBLIC,2019/04/29,13:30:06,0000000307290523,NETWORK,0000000307290523
I,NETWORK,OUTAGEDETAIL,3,OUTAGEID,SUBSTATIONID,EQUIPMENTTYPE,EQUIPMENTID,STARTTIME,ENDTIME,SUBMITTEDDATE,OUTAGESTATUSCODE,RESUBMITREASON,RESUBMITOUTAGEID,RECALLTIMEDAY,RECALLTIMENIGHT,LASTCHANGED,REASON,ISSECONDARY,ACTUAL_STARTTIME,ACTUAL_ENDTIME,COMPANYREFCODE
D,NETWORK,OUTAGEDETAIL,3,811095,H_VALL,CB,CB6540,"2019/04/23 09:00:00","2019/04/23 11:30:00","2018/09/18 11:48:38",COMPLETE,,,60,0,"2019/04/23 14:08:26","HV equipt maintenance",0,"2019/04/23 08:41:00","2019/04/23 11:01:00",64695
D,NETWORK,OUTAGEDETAIL,3,811504,CREEK_RD,TRANS,T3,"2019/07/17 08:00:00","2019/07/18 16:00:00","2018/09/25 11:16:54",SUBMIT,,,240,0,"2018/09/25 11:16:54","HV equipt maintenance",0,,,9000679-OUT1
D,NETWORK,OUTAGEDETAIL,3,811713,DEVILS_G,LINE,SH_DG,"2018/10/29 07:00:00","2019/07/13 16:00:00","2018/10/01 11:05:26",PTP,,,240,240,"2019/01/24 07:48:52","HV equipt maintenance",0,"2018/10/29 07:40:00",,9000625-out1
D,NETWORK,OUTAGEDETAIL,3,811713,SHEFIELD,LINE,SH_DG,"2018/10/29 07:00:00","2019/07/13 16:00:00","2018/10/01 11:05:26",PTP,,,240,240,"2019/01/24 07:48:52","HV equipt maintenance",0,"2018/10/29 07:40:00",,9000625-out1
D,NETWORK,OUTAGEDETAIL,3,812253,BURNIE,LINE,BU_HM,"2019/11/12 07:00:00","2019/11/12 15:00:00","2018/10/09 11:32:14",WDRAWN,"Information Update",820722,120,0,"2019/03/14 09:33:53","HV equipt maintenance",0,,,129516-OUT1
D,NETWORK,OUTAGEDETAIL,3,812253,HMPSHIRE,LINE,BU_HM,"2019/11/12 07:00:00","2019/11/12 15:00:00","2018/10/09 11:32:14",WDRAWN,"Information Update",820722,120,0,"2019/03/14 09:33:53","HV equipt maintenance",0,,,129516-OUT1
D,NETWORK,OUTAGEDETAIL,3,812912,INGLBURN,LINE,77,"2019/06/29 00:01:00","2019/06/30 23:59:00","2018/10/17 13:09:13",WDRAWN,,,120,120,"2018/12/07 11:55:42","HV equipt commissioning",0,,,TG_392121
D,NETWORK,OUTAGEDETAIL,3,812912,WWANG,LINE,77,"2019/06/29 00:01:00","2019/06/30 23:59:00","2018/10/17 13:09:13",WDRAWN,,,120,120,"2018/12/07 11:55:42","HV equipt commissioning",0,,,TG_392121
D,NETWORK,OUTAGEDETAIL,3,812913,INGLBURN,LINE,77,"2019/07/06 00:01:00","2019/07/07 23:59:00","2018/10/17 13:09:14",WDRAWN,,,120,120,"2018/12/07 11:56:45","HV equipt commissioning",0,,,TG_406560
D,NETWORK,OUTAGEDETAIL,3,812913,WWANG,LINE,77,"2019/07/06 00:01:00","2019/07/07 23:59:00","2018/10/17 13:09:14",WDRAWN,,,120,120,"2018/12/07 11:56:45","HV equipt commissioning",0,,,TG_406560
D,NETWORK,OUTAGEDETAIL,3,813734,SYD_NTH,TRANS,3H,"2019/06/17 08:00:00","2019/08/23 17:00:00","2018/10/31 12:41:15",WDRAWN,"Information Update",821672,3600,3600,"2019/04/03 13:57:51","HV equipt maintenance",0,,,TG_330955
D,NETWORK,OUTAGEDETAIL,3,813735,SYD_NTH,TRANS,4H,"2019/09/23 08:00:00","2019/11/29 16:00:00","2018/10/31 12:42:18",SUBMIT,,,3600,3600,"2018/10/31 12:42:18","HV equipt maintenance",0,,,TG_330956
D,NETWORK,OUTAGEDETAIL,3,813865,MLNK_B,LINE,ML_1,"2020/04/10 07:00:00","2020/04/24 17:00:00","2018/11/02 08:49:48",WDRAWN,"Information Update",813866,150,-1,"2018/11/02 08:54:54","HV equipt maintenance",0,,,
D,NETWORK,OUTAGEDETAIL,3,813865,MLRC,LINE,DC_CONVERTER,"2020/04/10 07:00:00","2020/04/24 17:00:00","2018/11/02 08:49:48",WDRAWN,"Information Update",813866,150,-1,"2018/11/02 08:54:54","HV equipt maintenance",0,,,
D,NETWORK,OUTAGEDETAIL,3,813866,MLNK_B,LINE,ML_1,"2020/04/10 07:00:00","2020/05/04 17:00:00","2018/11/02 08:54:54",SUBMIT,,,150,-1,"2018/11/02 08:54:54","HV equipt maintenance",0,,,
D,NETWORK,OUTAGEDETAIL,3,813866,MLRC,LINE,DC_CONVERTER,"2020/04/10 07:00:00","2020/05/04 17:00:00","2018/11/02 08:54:54",SUBMIT,,,150,-1,"2018/11/02 08:54:54","HV equipt maintenance",0,,,
D,NETWORK,OUTAGEDETAIL,3,814059,CH_GDN,CB,CB6718,"2028/11/01 07:30:00","2028/11/01 11:00:00","2018/11/06 16:04:51",RESUBMIT,,,30,0,"2018/11/06 16:04:51","HV equipt maintenance",0,,,64177
D,NETWORK,OUTAGEDETAIL,3,814060,CH_GDN,CB,CB6712,"2028/11/01 11:00:00","2028/11/01 17:00:00","2018/11/06 16:04:51",RESUBMIT,,,30,0,"2018/11/06 16:04:51","HV equipt maintenance",0,,,64178
D,NETWORK,OUTAGEDETAIL,3,814306,SYD_STH,LINE,76,"2019/06/24 00:01:00","2019/07/10 17:00:00","2018/11/12 08:17:31",WDRAWN,,,240,240,"2018/12/07 11:55:42","HV equipt commissioning",0,,,TG_392120
D,NETWORK,OUTAGEDETAIL,3,814306,WWANG,LINE,76,"2019/06/24 00:01:00","2019/07/10 17:00:00","2018/11/12 08:17:31",WDRAWN,,,240,240,"2018/12/07 11:55:42","HV equipt commissioning",0,,,TG_392120
D,NETWORK,OUTAGEDETAIL,3,814431,B_WATER,LINE,BW_LF,"2019/06/12 07:00:00","2019/06/14 17:00:00","2018/11/14 09:15:21",MTLTP,,,240,240,"2019/03/07 13:46:10","HV equipt commissioning",0,,,9000853-OUT1
D,NETWORK,OUTAGEDETAIL,3,814431,LINFARNE,LINE,BW_LF,"2019/06/12 07:00:00","2019/06/14 17:00:00","2018/11/14 09:15:21",MTLTP,,,240,240,"2019/03/07 13:46:10","HV equipt commissioning",0,,,9000853-OUT1
D,NETWORK,OUTAGEDETAIL,3,814477,SYD_STH,TRANS,2H,"2019/05/01 06:00:00","2019/05/17 17:00:00","2018/11/14 14:58:42",INFO,,,5940,5940,"2019/04/15 13:21:29","HV equipt commissioning",0,,,TG_357393
D,NETWORK,OUTAGEDETAIL,3,814856,MLNK_B,LINE,ML_1,"2019/09/17 06:30:00","2019/09/19 17:00:00","2018/11/20 16:50:49",SUBMIT,,,210,-1,"2018/11/20 16:50:49","HV equipt maintenance",0,,,
D,NETWORK,OUTAGEDETAIL,3,814856,MLRC,LINE,DC_CONVERTER,"2019/09/17 06:30:00","2019/09/19 17:00:00","2018/11/20 16:50:49",SUBMIT,,,210,-1,"2018/11/20 16:50:49","HV equipt maintenance",0,,,
D,NETWORK,OUTAGEDETAIL,3,814857,MLNK_B,LINE,ML_1,"2019/08/07 06:30:00","2019/08/07 18:00:00","2018/11/20 16:52:42",SUBMIT,,,210,-1,"2018/11/20 16:52:42","HV equipt maintenance",0,,,
D,NETWORK,OUTAGEDETAIL,3,814857,MLRC,LINE,DC_CONVERTER,"2019/08/07 06:30:00","2019/08/07 18:00:00","2018/11/20 16:52:42",SUBMIT,,,210,-1,"2018/11/20 16:52:42","HV equipt maintenance",0,,,
D,NETWORK,OUTAGEDETAIL,3,814859,MLNK_B,LINE,ML_1,"2019/05/15 06:30:00","2019/05/15 18:00:00","2018/11/20 16:58:39",WDRAWN,"Information Update",822809,210,-1,"2019/04/29 11:32:44","HV equipt maintenance",0,,,
D,NETWORK,OUTAGEDETAIL,3,814859,MLRC,LINE,DC_CONVERTER,"2019/05/15 06:30:00","2019/05/15 18:00:00","2018/11/20 16:58:39",WDRAWN,"Information Update",822809,210,-1,"2019/04/29 11:32:44","HV equipt maintenance",0,,,
D,NETWORK,OUTAGEDETAIL,3,814970,KEMPS_CK,LINE,13,"2019/06/03 06:00:00","2019/06/07 17:00:00","2018/11/22 15:54:04",SUBMIT,,,240,240,"2018/11/22 15:54:04","HV equipt commissioning",0,,,TG_357410
D,NETWORK,OUTAGEDETAIL,3,814970,SYD_STH,LINE,13,"2019/06/03 06:00:00","2019/06/07 17:00:00","2018/11/22 15:54:04",SUBMIT,,,240,240,"2018/11/22 15:54:04","HV equipt commissioning",0,,,TG_357410
D,NETWORK,OUTAGEDETAIL,3,814971,LIVERPL,LINE,12,"2019/05/27 06:00:00","2019/05/31 17:00:00","2018/11/22 15:55:08",SUBMIT,,,120,120,"2018/11/22 15:55:08","HV equipt commissioning",0,,,TG_357409
D,NETWORK,OUTAGEDETAIL,3,814971,SYD_STH,LINE,12,"2019/05/27 06:00:00","2019/05/31 17:00:00","2018/11/22 15:55:08",SUBMIT,,,120,120,"2018/11/22 15:55:08","HV equipt commissioning",0,,,TG_357409
D,NETWORK,OUTAGEDETAIL,3,815164,BANNABY,REAC,R1,"2019/12/07 07:00:00","2019/12/07 16:00:00","2018/11/27 12:15:47",WDRAWN,"Information Update",815165,120,120,"2018/11/27 12:17:53","HV equipt maintenance",0,,,TG_485675
D,NETWORK,OUTAGEDETAIL,3,815450,NORTHF,CB,CB6559,"2019/06/28 08:45:00","2019/06/28 10:45:00","2018/12/03 13:25:22",MTLTP,,,60,0,"2019/04/12 14:48:50","HV equipt maintenance",0,,,65952
D,NETWORK,OUTAGEDETAIL,3,815451,NORTHF,CB,CB6559,"2019/05/17 08:45:00","2019/05/17 10:45:00","2018/12/03 13:25:23",MTLTP,,,60,0,"2019/03/26 07:19:10","HV equipt maintenance",0,,,65952
D,NETWORK,OUTAGEDETAIL,3,815455,NORTHF,CB,CB6559,"2019/05/27 08:45:00","2019/05/27 10:45:00","2018/12/03 13:25:27",MTLTP,,,60,0,"2019/03/26 07:57:58","HV equipt maintenance",0,,,65952
D,NETWORK,OUTAGEDETAIL,3,815461,PALMSTN,LINE,PO_PM4,"2019/04/29 08:00:00","2019/05/17 15:00:00","2018/12/03 13:26:34",WDRAWN,,,21600,21600,"2019/04/11 14:32:35","HV equipt commissioning",0,,,9000317-OUT1
D,NETWORK,OUTAGEDETAIL,3,815461,POATINA,LINE,PO_PM4,"2019/04/29 08:00:00","2019/05/17 15:00:00","2018/12/03 13:26:34",WDRAWN,,,21600,21600,"2019/04/11 14:32:35","HV equipt commissioning",0,,,9000317-OUT1
D,NETWORK,OUTAGEDETAIL,3,815465,NORTHF,CB,CB6550,"2019/05/17 11:00:00","2019/05/17 13:00:00","2018/12/03 13:26:40",MTLTP,,,60,0,"2019/03/26 07:19:22","HV equipt maintenance",0,,,65953
D,NETWORK,OUTAGEDETAIL,3,815469,NORTHF,CB,CB6550,"2019/05/27 11:00:00","2019/05/27 13:00:00","2018/12/03 13:26:44",MTLTP,,,60,0,"2019/03/26 07:57:48","HV equipt maintenance",0,,,65953
D,NETWORK,OUTAGEDETAIL,3,815470,NORTHF,CB,CB6550,"2019/06/28 11:00:00","2019/06/28 13:00:00","2018/12/03 13:26:45",MTLTP,,,60,0,"2019/04/12 14:49:08","HV equipt maintenance",0,,,65953
D,NETWORK,OUTAGEDETAIL,3,815473,MAGILL,CB,CB6637,"2019/06/20 11:00:00","2019/06/20 13:00:00","2018/12/03 13:38:23",MTLTP,,,60,0,"2019/04/12 12:56:20","HV equipt maintenance",0,,,65957
D,NETWORK,OUTAGEDETAIL,3,815474,MAGILL,CB,CB6637,"2019/05/03 11:00:00","2019/05/03 13:00:00","2018/12/03 13:38:24",STLTP,,,60,0,"2019/04/26 15:20:37","HV equipt maintenance",0,,,65957
D,NETWORK,OUTAGEDETAIL,3,815475,MAGILL,CB,CB6638,"2019/05/03 08:30:00","2019/05/03 10:30:00","2018/12/03 13:38:25",STLTP,,,60,0,"2019/04/26 15:20:35","HV equipt maintenance",0,,,65956
D,NETWORK,OUTAGEDETAIL,3,815476,MAGILL,CB,CB6638,"2019/06/20 08:30:00","2019/06/20 10:30:00","2018/12/03 13:38:26",MTLTP,,,60,0,"2019/04/08 09:54:08","HV equipt maintenance",0,,,65956
D,NETWORK,OUTAGEDETAIL,3,815485,MAGILL,CB,CB6638,"2019/05/10 08:30:00","2019/05/10 10:30:00","2018/12/03 13:38:36",MTLTP,,,60,0,"2019/03/25 07:04:28","HV equipt maintenance",0,,,65956
D,NETWORK,OUTAGEDETAIL,3,815486,MAGILL,CB,CB6636,"2019/06/20 13:30:00","2019/06/20 15:30:00","2018/12/03 13:38:37",MTLTP,,,60,0,"2019/04/12 12:58:30","HV equipt maintenance",0,,,65958
D,NETWORK,OUTAGEDETAIL,3,815489,MAGILL,CB,CB6637,"2019/05/10 11:00:00","2019/05/10 13:00:00","2018/12/03 13:38:40",MTLTP,,,60,0,"2019/03/25 07:04:45","HV equipt maintenance",0,,,65957
D,NETWORK,OUTAGEDETAIL,3,815492,PALMSTN,LINE,PO_PM5,"2019/05/27 08:00:00","2019/06/14 15:00:00","2018/12/03 13:39:46",WDRAWN,"Information Update",821760,2880,2880,"2019/04/04 15:03:39","HV equipt commissioning",0,,,9000362-OUT1
D,NETWORK,OUTAGEDETAIL,3,815492,POATINA,LINE,PO_PM5,"2019/05/27 08:00:00","2019/06/14 15:00:00","2018/12/03 13:39:46",WDRAWN,"Information Update",821760,2880,2880,"2019/04/04 15:03:39","HV equipt commissioning",0,,,9000362-OUT1
D,NETWORK,OUTAGEDETAIL,3,815541,ARDN_W,CB,7002,"2019/05/28 09:00:00","2019/05/28 11:00:00","2018/12/04 13:08:37",MTLTP,,,60,0,"2019/03/28 09:12:37","HV equipt maintenance",0,,,65975
D,NETWORK,OUTAGEDETAIL,3,815542,ARDN_W,CB,7002,"2019/05/29 09:00:00","2019/05/29 11:00:00","2018/12/04 13:08:38",MTLTP,,,60,0,"2019/03/28 09:14:36","HV equipt maintenance",0,,,65975
D,NETWORK,OUTAGEDETAIL,3,815544,ARDN_W,CB,7001,"2019/05/29 11:00:00","2019/05/29 13:00:00","2018/12/04 13:08:40",MTLTP,,,60,0,"2019/03/28 09:14:47","HV equipt maintenance",0,,,65977
D,NETWORK,OUTAGEDETAIL,3,815546,ARDN_W,CB,7001,"2019/05/28 11:00:00","2019/05/28 13:00:00","2018/12/04 13:08:42",MTLTP,,,60,0,"2019/03/28 09:12:22","HV equipt maintenance",0,,,65977
D,NETWORK,OUTAGEDETAIL,3,815734,INGLBURN,TRANS,1H,"2019/05/07 05:30:00","2019/05/07 17:30:00","2018/12/07 11:49:21",WDRAWN,,,180,-1,"2018/12/07 11:51:28","HV equipt maintenance",0,,,TG_492635
D,NETWORK,OUTAGEDETAIL,3,815735,INGLBURN,TRANS,2H,"2019/05/09 05:30:00","2019/05/09 17:30:00","2018/12/07 11:52:30",WDRAWN,"Information Update",820540,120,-1,"2019/03/11 15:37:09","HV equipt maintenance",0,,,TG_492637
D,NETWORK,OUTAGEDETAIL,3,815736,INGLBURN,TRANS,2H,"2019/05/10 05:30:00","2019/05/10 17:30:00","2018/12/07 11:53:34",WDRAWN,,,120,-1,"2019/03/08 09:32:10","HV equipt maintenance",0,,,TG_492638
D,NETWORK,OUTAGEDETAIL,3,815842,DAVENP,CB,CB6592,"2019/04/30 11:00:00","2019/04/30 13:00:00","2018/12/11 12:09:22",WDRAWN,,,120,0,"2019/03/15 08:20:50","HV equipt maintenance",0,,,65967
D,NETWORK,OUTAGEDETAIL,3,815846,DAVENP,CB,CB6591,"2019/04/30 08:30:00","2019/04/30 10:30:00","2018/12/11 12:09:26",WDRAWN,,,120,0,"2019/03/15 08:20:35","HV equipt maintenance",0,,,65966
D,NETWORK,OUTAGEDETAIL,3,815995,AVON,LINE,16,"2019/05/27 07:00:00","2019/06/02 18:00:00","2018/12/13 08:52:02",SUBMIT,,,120,240,"2019/02/13 13:03:02","HV equipt maintenance",0,,,TG_391051
D,NETWORK,OUTAGEDETAIL,3,815995,MARULAN,LINE,16,"2019/05/27 07:00:00","2019/06/02 18:00:00","2018/12/13 08:52:02",SUBMIT,,,120,240,"2019/02/13 13:03:02","HV equipt maintenance",0,,,TG_391051
D,NETWORK,OUTAGEDETAIL,3,815999,BAYSWATR,LINE,32,"2019/04/22 07:00:00","2019/04/26 18:00:00","2018/12/13 09:36:04",WDRAWN,,,120,240,"2019/02/22 14:50:38","HV equipt maintenance",0,,,TG_391080
D,NETWORK,OUTAGEDETAIL,3,815999,SYD_WEST,LINE,32,"2019/04/22 07:00:00","2019/04/26 18:00:00","2018/12/13 09:36:04",WDRAWN,,,120,240,"2019/02/22 14:50:38","HV equipt maintenance",0,,,TG_391080
D,NETWORK,OUTAGEDETAIL,3,816151,H_VALL,CB,CB6522,"2019/06/21 11:00:00","2019/06/21 13:00:00","2018/12/14 09:13:41",MTLTP,,,60,0,"2019/04/12 13:41:29","HV equipt maintenance",0,,,65960
D,NETWORK,OUTAGEDETAIL,3,816152,H_VALL,CB,CB6526,"2019/06/21 13:30:00","2019/06/21 15:30:00","2018/12/14 09:13:42",MTLTP,,,60,0,"2019/04/12 13:41:44","HV equipt maintenance",0,,,65963
D,NETWORK,OUTAGEDETAIL,3,816153,H_VALL,CB,CB6524,"2019/06/21 08:30:00","2019/06/21 10:30:00","2018/12/14 09:13:43",MTLTP,,,60,0,"2019/04/12 13:35:17","HV equipt maintenance",0,,,65961
D,NETWORK,OUTAGEDETAIL,3,816359,NORTHF,CB,CB6550,"2019/05/30 09:00:00","2019/05/30 13:00:00","2018/12/19 10:24:41",MTLTP,,,60,0,"2019/03/28 09:16:33","HV equipt maintenance",0,,,66187
D,NETWORK,OUTAGEDETAIL,3,816361,NORTHF,CB,CB6550,"2019/09/19 09:00:00","2019/09/19 13:00:00","2018/12/19 10:24:43",SUBMIT,,,60,0,"2018/12/19 10:24:43","HV equipt maintenance",0,,,66187
D,NETWORK,OUTAGEDETAIL,3,816363,NORTHF,CB,CB6550,"2019/10/24 08:00:00","2019/10/24 12:00:00","2018/12/19 10:24:45",SUBMIT,,,60,0,"2018/12/19 10:24:45","HV equipt maintenance",0,,,66187
D,NETWORK,OUTAGEDETAIL,3,816364,NORTHF,CB,CB6550,"2019/12/05 08:00:00","2019/12/05 12:00:00","2018/12/19 10:24:46",SUBMIT,,,60,0,"2018/12/19 10:24:46","HV equipt maintenance",0,,,66187
D,NETWORK,OUTAGEDETAIL,3,816419,NORTHF,CB,CB6559,"2019/05/30 13:00:00","2019/05/30 16:30:00","2018/12/20 12:09:01",MTLTP,,,60,0,"2019/03/28 09:16:42","HV equipt maintenance",0,,,66188
D,NETWORK,OUTAGEDETAIL,3,816420,MAGILL,CB,CB6625,"2019/10/25 07:30:00","2019/10/25 12:00:00","2018/12/20 12:09:02",SUBMIT,,,30,0,"2018/12/20 12:09:02","HV equipt maintenance",0,,,66190
D,NETWORK,OUTAGEDETAIL,3,816423,MAGILL,CB,CB6636,"2019/10/25 12:00:00","2019/10/25 15:30:00","2018/12/20 12:09:05",SUBMIT,,,30,0,"2018/12/20 12:09:05","HV equipt maintenance",0,,,66191
D,NETWORK,OUTAGEDETAIL,3,816424,NORTHF,CB,CB6559,"2019/12/05 12:00:00","2019/12/05 15:30:00","2018/12/20 12:09:07",SUBMIT,,,60,0,"2018/12/20 12:09:07","HV equipt maintenance",0,,,66188
D,NETWORK,OUTAGEDETAIL,3,816427,MAGILL,CB,CB6636,"2019/04/19 13:00:00","2019/04/19 16:30:00","2018/12/20 12:09:10",WDRAWN,,,30,0,"2019/04/18 13:03:51","HV equipt maintenance",0,,,66191
D,NETWORK,OUTAGEDETAIL,3,816429,NORTHF,CB,CB6559,"2019/10/24 12:00:00","2019/10/24 15:30:00","2018/12/20 12:09:12",SUBMIT,,,60,0,"2018/12/20 12:09:12","HV equipt maintenance",0,,,66188
D,NETWORK,OUTAGEDETAIL,3,816431,MAGILL,CB,CB6625,"2019/05/31 08:30:00","2019/05/31 13:00:00","2018/12/20 12:09:14",MTLTP,,,30,0,"2019/03/28 09:14:04","HV equipt maintenance",0,,,66190
D,NETWORK,OUTAGEDETAIL,3,816432,NORTHF,CB,CB6559,"2019/09/19 13:00:00","2019/09/19 16:30:00","2018/12/20 12:09:15",SUBMIT,,,60,0,"2018/12/20 12:09:15","HV equipt maintenance",0,,,66188
D,NETWORK,OUTAGEDETAIL,3,816433,MAGILL,CB,CB6636,"2019/05/31 13:00:00","2019/05/31 16:30:00","2018/12/20 12:09:16",MTLTP,,,30,0,"2019/03/28 09:14:14","HV equipt maintenance",0,,,66191
D,NETWORK,OUTAGEDETAIL,3,816533,H31_MDNR,CB,CAP_4852,"2015/10/14 12:01:00","2019/07/26 12:00:00","2018/12/21 12:44:50",PTP,,,-1,-1,"2018/12/21 12:49:55","HV equipt maintenance",0,"2015/10/14 07:03:00",,Q15S/2297
D,NETWORK,OUTAGEDETAIL,3,816688,HWPS,CB,1GTR_1B_220,"2017/03/30 06:00:00","2019/12/31 17:00:00","2018/12/30 16:00:30",PTP,,,0,0,"2018/12/30 16:09:45","HV equipt maintenance",0,"2017/03/29 16:14:00",,1000013152
D,NETWORK,OUTAGEDETAIL,3,816689,HWPS,CB,2GTR_1B_220,"2017/03/28 02:00:00","2019/12/31 17:00:00","2018/12/30 16:01:19",PTP,,,0,0,"2018/12/30 16:11:23","HV equipt maintenance",0,"2017/03/27 23:10:00",,1000013149
D,NETWORK,OUTAGEDETAIL,3,816690,HWPS,CB,3GTR_1B_220,"2017/03/29 10:00:00","2019/12/31 17:00:00","2018/12/30 16:02:10",PTP,,,0,0,"2018/12/30 16:10:24","HV equipt maintenance",0,"2017/03/29 14:17:00",,1000013151
D,NETWORK,OUTAGEDETAIL,3,816690,HWPS,CB,3GTR_2B_220,"2017/03/29 10:00:00","2019/12/31 17:00:00","2018/12/30 16:02:10",PTP,,,0,0,"2018/12/30 16:10:24","HV equipt maintenance",0,"2017/03/29 14:17:00",,1000013151
D,NETWORK,OUTAGEDETAIL,3,816691,HWPS,CB,4GTR_2B_220,"2017/03/27 17:00:00","2019/12/31 17:00:00","2018/12/30 16:02:51",PTP,,,0,0,"2018/12/30 16:11:54","HV equipt commissioning",0,"2017/03/27 16:32:00",,1000013072
D,NETWORK,OUTAGEDETAIL,3,816691,HWPS,CB,4GTR_1B_220,"2017/03/27 17:00:00","2019/12/31 17:00:00","2018/12/30 16:02:51",PTP,,,0,0,"2018/12/30 16:11:54","HV equipt commissioning",0,"2017/03/27 16:32:00",,1000013072
D,NETWORK,OUTAGEDETAIL,3,816692,HWPS,CB,5GTR_2B_220,"2017/03/28 17:00:00","2019/12/31 17:00:00","2018/12/30 16:03:40",PTP,,,0,0,"2018/12/30 16:10:55","HV equipt commissioning",0,"2017/03/28 17:36:00",,1000013074
D,NETWORK,OUTAGEDETAIL,3,816693,HWPS,CB,6GTR_3B_220,"2017/03/27 10:00:00","2019/12/31 17:00:00","2018/12/30 16:04:26",PTP,,,0,0,"2018/12/30 16:14:31","HV equipt commissioning",0,"2017/03/27 10:04:00",,1000013071
D,NETWORK,OUTAGEDETAIL,3,816693,HWPS,CB,6GTR_4B_220,"2017/03/27 10:00:00","2019/12/31 17:00:00","2018/12/30 16:04:26",PTP,,,0,0,"2018/12/30 16:14:31","HV equipt commissioning",0,"2017/03/27 10:04:00",,1000013071
D,NETWORK,OUTAGEDETAIL,3,816714,BNGALORA,LINE,DC1,"2018/12/29 10:43:00","2020/01/02 17:00:00","2018/12/31 17:43:26",WDRAWN,"Information Update",816715,-1,-1,"2018/12/31 17:44:17","HV equipt maintenance",0,"2018/12/29 10:43:00",,
D,NETWORK,OUTAGEDETAIL,3,816714,MULLUMB,LINE,DC1,"2018/12/29 10:43:00","2020/01/02 17:00:00","2018/12/31 17:43:26",WDRAWN,"Information Update",816715,-1,-1,"2018/12/31 17:44:17","HV equipt maintenance",0,"2018/12/29 10:43:00",,
D,NETWORK,OUTAGEDETAIL,3,816716,T139_BDN,CB,FDR_71172,"2017/07/29 18:00:00","2019/06/28 18:00:00","2019/01/01 17:30:02",PTP,,,0,0,"2019/01/01 17:34:52","HV equipt maintenance",0,"2017/07/29 18:09:00",,Q17O/0863
D,NETWORK,OUTAGEDETAIL,3,816716,T139_BDN,TRANS,132KV_FDR_7117,"2017/07/29 18:00:00","2019/06/28 18:00:00","2019/01/01 17:30:02",PTP,,,0,0,"2019/01/01 17:34:52","HV equipt maintenance",0,"2017/07/29 18:09:00",,Q17O/0863
D,NETWORK,OUTAGEDETAIL,3,816897,H21_MRRE,CB,CAP_4822,"2018/07/05 15:25:00","2019/06/07 17:00:00","2019/01/07 17:51:08",PTP,,,-1,-1,"2019/01/07 18:23:16","HV equipt commissioning",0,"2018/07/05 15:25:00",,Q18S/1609
D,NETWORK,OUTAGEDETAIL,3,816963,BAYSWATR,LINE,31,"2019/09/30 08:00:00","2019/10/05 17:00:00","2019/01/08 14:17:16",WDRAWN,,,240,240,"2019/02/18 12:39:21","HV equipt commissioning",0,,,TG_493036
D,NETWORK,OUTAGEDETAIL,3,816963,REGENTVL,LINE,31,"2019/09/30 08:00:00","2019/10/05 17:00:00","2019/01/08 14:17:16",WDRAWN,,,240,240,"2019/02/18 12:39:21","HV equipt commissioning",0,,,TG_493036
D,NETWORK,OUTAGEDETAIL,3,816964,REGENTVL,LINE,38,"2019/09/23 08:00:00","2019/09/28 17:00:00","2019/01/08 14:18:20",WDRAWN,,,240,240,"2019/02/18 12:39:21","HV equipt commissioning",0,,,TG_493037
D,NETWORK,OUTAGEDETAIL,3,816964,SYD_WEST,LINE,38,"2019/09/23 08:00:00","2019/09/28 17:00:00","2019/01/08 14:18:20",WDRAWN,,,240,240,"2019/02/18 12:39:21","HV equipt commissioning",0,,,TG_493037
D,NETWORK,OUTAGEDETAIL,3,817012,LIAPOOTA,LINE,1,"2019/05/03 08:00:00","2019/05/07 18:00:00","2019/01/09 10:25:56",WDRAWN,"Information Update",821816,5760,5760,"2019/04/08 16:16:17","HV equipt commissioning",0,,,9001049-OUT1
D,NETWORK,OUTAGEDETAIL,3,817012,PALMSTN,LINE,1,"2019/05/03 08:00:00","2019/05/07 18:00:00","2019/01/09 10:25:56",WDRAWN,"Information Update",821816,5760,5760,"2019/04/08 16:16:17","HV equipt commissioning",0,,,9001049-OUT1
D,NETWORK,OUTAGEDETAIL,3,817012,WADAMANA,LINE,1,"2019/05/03 08:00:00","2019/05/07 18:00:00","2019/01/09 10:25:56",WDRAWN,"Information Update",821816,5760,5760,"2019/04/08 16:16:17","HV equipt commissioning",0,,,9001049-OUT1
D,NETWORK,OUTAGEDETAIL,3,817074,B_WATER,LINE,WA_BW,"2019/06/21 07:00:00","2019/06/21 17:00:00","2019/01/10 12:19:51",MTLTP,,,240,0,"2019/03/26 16:21:43","HV equipt commissioning",0,,,9001053-OUT1
D,NETWORK,OUTAGEDETAIL,3,817074,WADAMANA,LINE,WA_BW,"2019/06/21 07:00:00","2019/06/21 17:00:00","2019/01/10 12:19:51",MTLTP,,,240,0,"2019/03/26 16:21:43","HV equipt commissioning",0,,,9001053-OUT1
D,NETWORK,OUTAGEDETAIL,3,817075,COWRA,LINE,973,"2019/05/13 08:00:00","2019/05/31 16:00:00","2019/01/10 12:26:10",WDRAWN,"Information Update",819565,360,180,"2019/02/25 10:18:53","HV equipt commissioning",0,,,TG_497481
D,NETWORK,OUTAGEDETAIL,3,817075,YASS,LINE,973,"2019/05/13 08:00:00","2019/05/31 16:00:00","2019/01/10 12:26:10",WDRAWN,"Information Update",819565,360,180,"2019/02/25 10:18:53","HV equipt commissioning",0,,,TG_497481
